ID,Age,Salary,Experience,Department,City,Gender,Rating,Bonus,Performance,Join_Year,Active
5108,54,119854,15,Sales,Bangalore,Female,3.7,9843,Low,2009,No
5109,59,98513,15,Finance,Bangalore,Female,1.2,6212,High,2003,Yes
5110,34,74649,35,IT,Chennai,Female,1.8,10244,Low,2009,Yes
5111,64,103749,22,Finance,Mumbai,Male,4.8,10064,High,2017,Yes
5112,48,30223,21,IT,Mumbai,Female,4.8,11280,Medium,2016,Yes
5113,25,68166,38,Sales,Pune,Male,2.9,6933,High,2015,Yes
5114,32,59369,32,IT,Mumbai,Male,1.7,3806,Medium,2019,No
5115,48,106379,23,IT,Delhi,Male,2.7,10885,High,2006,Yes
5116,47,89392,19,IT,Mumbai,Male,4.5,13270,High,2023,Yes
5117,63,79526,32,Marketing,Pune,Male,1.3,14607,Medium,2018,No
5118,37,32661,30,Marketing,Delhi,Male,1.5,6298,Medium,2018,No
5119,56,35591,39,Sales,Pune,Male,4.6,18856,Medium,2004,No
5120,29,91718,7,Finance,Pune,Female,2.7,4378,Medium,2009,No
5121,34,75235,9,IT,Bangalore,Male,1.3,11526,High,2022,No
5122,59,27970,0,Marketing,Chennai,Male,1.6,10403,High,2003,Yes
5123,47,67922,20,Finance,Pune,Female,4.5,11481,High,2006,Yes
5124,46,50755,24,IT,Mumbai,Female,3.0,2618,Medium,2017,Yes
5125,36,39416,31,Finance,Bangalore,Male,1.7,9847,High,2010,No
5126,63,33672,9,HR,Delhi,Female,4.6,11518,High,2000,Yes
5127,28,103468,8,IT,Chennai,Female,4.4,1394,Low,2021,Yes
5128,51,66996,19,Finance,Bangalore,Male,1.1,1471,Low,2003,Yes
5129,24,94095,19,IT,Pune,Female,3.3,10909,Medium,2015,Yes
5130,61,20064,39,IT,Bangalore,Male,2.0,14257,Medium,2022,No
5131,51,88835,6,HR,Mumbai,Female,3.1,14636,Low,2000,No
5132,37,90385,10,Finance,Mumbai,Male,2.1,5152,High,2000,No
5133,55,25639,20,Sales,Mumbai,Female,2.3,16963,High,2020,Yes
5134,41,31055,37,Marketing,Chennai,Male,3.4,17985,Medium,2016,No
5135,27,79220,18,IT,Bangalore,Male,3.2,5611,High,2001,Yes
5136,49,107594,14,IT,Bangalore,Male,2.6,3780,High,2002,Yes
5137,32,49427,5,IT,Pune,Male,1.4,17405,Low,2016,Yes
5138,54,102516,9,IT,Delhi,Female,4.9,19857,Low,2023,No
5139,37,84666,15,Marketing,Mumbai,Male,1.7,8406,Medium,2001,No
5140,20,84274,10,Sales,Delhi,Female,3.5,9230,Medium,2001,No
5141,54,30866,34,HR,Delhi,Female,1.3,14230,Low,2007,No
5142,57,23889,7,Sales,Mumbai,Male,3.8,9221,High,2006,Yes
5143,25,68226,27,Marketing,Mumbai,Male,1.4,3208,Low,2018,Yes
5144,57,51335,2,Finance,Pune,Female,1.9,1615,Low,2020,Yes
5145,61,70547,1,HR,Chennai,Female,3.6,6789,Medium,2018,Yes
5146,40,46162,13,HR,Mumbai,Male,2.1,3181,High,2010,No
5147,57,109449,28,Finance,Delhi,Male,3.1,19997,Medium,2010,No
5148,28,44687,2,IT,Pune,Male,1.5,13323,Medium,2020,No
5149,63,118756,0,Marketing,Bangalore,Male,1.8,14118,Low,2018,Yes
5150,25,30995,14,Finance,Pune,Female,3.9,8992,Low,2010,Yes
5151,46,76488,19,Sales,Mumbai,Male,1.1,1079,Medium,2012,Yes
5152,47,22631,21,Sales,Mumbai,Male,1.4,13199,Low,2002,No
5153,27,54954,33,Finance,Chennai,Female,1.9,8130,Low,2000,No
5154,56,25967,32,Marketing,Pune,Male,1.1,18541,High,2004,Yes
5155,45,108294,8,HR,Mumbai,Female,1.4,13692,High,2002,Yes
5156,53,107278,2,HR,Delhi,Male,2.1,13520,Medium,2002,Yes
5157,30,84471,1,IT,Delhi,Male,1.4,1446,High,2011,No
5158,49,57116,3,Marketing,Pune,Male,4.5,14255,Medium,2003,No
5159,53,112116,15,Sales,Chennai,Female,1.3,6420,High,2017,No
5160,54,54227,32,Sales,Pune,Male,4.4,10785,Low,2017,Yes
5161,43,21942,8,IT,Chennai,Female,4.3,1978,Low,2023,Yes
5162,39,67664,39,Sales,Delhi,Male,1.4,1028,Medium,2018,No
5163,21,48069,37,IT,Mumbai,Male,1.1,19808,High,2003,Yes
5164,48,107342,17,IT,Bangalore,Male,1.2,19357,Low,2001,No
5165,35,34407,15,Finance,Mumbai,Female,3.4,17416,Medium,2004,Yes
5166,55,79201,7,HR,Delhi,Male,3.7,6055,High,2011,No
5167,41,100093,22,Marketing,Delhi,Male,3.5,3947,Low,2008,No
5168,40,74348,35,Marketing,Mumbai,Male,3.2,8668,High,2023,Yes
5169,39,101981,2,HR,Mumbai,Female,1.7,10487,Medium,2011,Yes
5170,19,37878,14,Marketing,Delhi,Female,4.4,19932,Medium,2012,Yes
5171,48,103100,37,Sales,Mumbai,Male,2.3,10090,Medium,2012,No
5172,28,98629,32,Sales,Bangalore,Female,4.9,5798,Low,2017,Yes
5173,45,75420,17,Marketing,Bangalore,Female,2.5,19325,Medium,2018,No
5174,63,111987,22,Finance,Pune,Male,2.1,12345,High,2019,Yes
5175,49,63168,2,Marketing,Bangalore,Female,4.6,11847,Low,2000,No
5176,22,74862,29,IT,Delhi,Female,3.3,4217,Medium,2021,No
5177,55,109622,16,IT,Delhi,Female,3.9,13184,Medium,2011,Yes
5178,27,102025,31,HR,Pune,Female,2.6,7427,Low,2001,Yes
5179,57,48004,6,Sales,Chennai,Male,4.5,17379,Medium,2003,Yes
5180,63,40471,38,Finance,Pune,Female,4.7,7279,High,2004,Yes
5181,41,111820,13,Marketing,Chennai,Male,2.7,4243,Low,2019,No
5182,52,80167,14,IT,Chennai,Male,2.0,5984,High,2021,Yes
5183,61,103828,11,Sales,Mumbai,Male,3.6,10774,High,2009,Yes
5184,40,85308,7,Sales,Bangalore,Male,4.8,3344,Medium,2021,Yes
5185,34,103969,15,Finance,Chennai,Female,3.5,1329,Low,2000,No
5186,18,34568,33,Finance,Mumbai,Female,4.8,3263,Medium,2009,Yes
5187,48,29466,23,Finance,Pune,Male,2.4,6372,High,2014,No
5188,48,111057,28,Finance,Pune,Female,4.7,3611,Medium,2007,No
5189,59,77324,15,IT,Chennai,Female,1.5,6549,Medium,2020,No
5190,59,35467,4,Finance,Mumbai,Male,2.4,2082,High,2016,No
5191,51,117555,4,Sales,Delhi,Male,3.0,7319,Medium,2011,No
5192,26,95955,29,Sales,Bangalore,Male,3.6,14685,High,2004,Yes
5193,39,72948,4,Marketing,Chennai,Female,2.2,13261,Low,2005,Yes
5194,30,36676,12,Sales,Delhi,Male,4.7,13582,High,2015,No
5195,42,114791,34,Sales,Bangalore,Male,4.6,14949,Low,2006,Yes
5196,35,51514,24,IT,Delhi,Female,4.2,14865,High,2018,Yes
5197,29,42650,13,Sales,Mumbai,Male,1.5,15642,High,2008,Yes
5198,57,108290,25,HR,Chennai,Female,1.3,4419,Medium,2018,No
5199,34,97701,17,Sales,Delhi,Female,3.0,5456,Low,2016,Yes
5200,32,30683,19,Marketing,Delhi,Male,4.1,2789,High,2018,Yes
5201,59,118092,33,Marketing,Delhi,Male,1.5,8233,Medium,2022,Yes
5202,32,79819,6,Finance,Chennai,Male,3.6,9830,Medium,2009,Yes
5203,32,100978,9,IT,Mumbai,Male,3.1,3563,Low,2016,Yes
5204,56,24860,14,Marketing,Mumbai,Female,3.9,11474,Medium,2013,No
5205,30,23729,16,HR,Delhi,Male,2.7,19864,Medium,2013,No
5206,34,51351,10,HR,Mumbai,Male,3.8,13674,High,2019,Yes
5207,49,82744,33,Finance,Bangalore,Female,1.6,2597,Low,2022,No
5208,26,44346,26,IT,Mumbai,Male,1.9,3273,Low,2014,No
5209,57,94155,20,IT,Delhi,Male,4.6,3779,Low,2018,No
5210,37,96700,30,Sales,Bangalore,Female,2.3,7889,Low,2006,Yes
5211,43,26955,3,HR,Chennai,Male,4.9,1746,Medium,2015,No
5212,44,85642,16,HR,Pune,Female,1.2,19793,Low,2019,Yes
5213,38,90290,19,HR,Mumbai,Male,3.0,13608,Medium,2022,Yes
5214,35,64293,24,HR,Bangalore,Male,2.3,15408,Medium,2008,No
5215,30,81336,39,Marketing,Pune,Female,5.0,5944,Medium,2020,Yes
5216,33,41662,22,IT,Chennai,Female,5.0,14793,Medium,2018,Yes
5217,26,26408,14,Sales,Pune,Male,1.9,5351,Low,2016,Yes
5218,29,60403,32,Marketing,Chennai,Male,2.1,6434,Medium,2018,No
5219,61,21225,18,IT,Delhi,Female,4.0,11401,High,2019,Yes
5220,55,32196,14,Finance,Delhi,Male,4.6,11532,High,2011,No
5221,36,89786,4,HR,Chennai,Male,3.7,17545,High,2001,No
5222,24,35372,15,Sales,Pune,Male,4.5,5012,High,2003,No
5223,52,37279,31,IT,Mumbai,Male,1.3,16204,Medium,2020,Yes
5224,35,115729,21,Finance,Pune,Male,3.6,4214,High,2007,Yes
5225,33,74240,31,HR,Pune,Male,3.8,13301,High,2010,Yes
5226,56,112404,12,Finance,Mumbai,Female,1.8,17235,Medium,2010,No
5227,21,58187,37,Finance,Pune,Male,4.1,10825,Low,2011,No
5228,42,68481,25,Marketing,Pune,Male,4.8,17954,Low,2004,No
5229,49,48475,16,Finance,Bangalore,Male,4.6,16539,Low,2017,Yes
5230,57,64552,4,Marketing,Chennai,Male,2.0,14770,Low,2014,No
5231,30,87969,32,Marketing,Delhi,Female,2.3,4895,Medium,2016,No
5232,62,96534,26,Finance,Chennai,Male,3.0,14956,Medium,2008,Yes
5233,34,116669,4,IT,Pune,Male,1.6,9977,Low,2003,Yes
5234,54,119605,36,Finance,Mumbai,Male,4.8,13120,High,2013,No
5235,23,26858,6,Finance,Mumbai,Female,1.6,1822,Medium,2008,No
5236,36,94486,17,IT,Delhi,Male,4.0,7626,High,2008,Yes
5237,30,94474,30,HR,Delhi,Male,2.4,8062,High,2016,Yes
5238,43,45168,5,Sales,Delhi,Female,3.3,3733,High,2011,No
5239,31,52099,1,HR,Mumbai,Female,1.2,13809,Low,2006,Yes
5240,48,91180,12,Finance,Pune,Female,1.8,12347,Low,2011,Yes
5241,21,81455,10,HR,Delhi,Female,2.8,6172,Low,2011,Yes
5242,56,74240,25,Sales,Delhi,Female,3.7,10501,High,2005,No
5243,25,94796,20,HR,Mumbai,Male,4.1,19268,High,2015,No
5244,42,74592,1,Sales,Pune,Male,1.1,13342,Medium,2001,Yes
5245,30,67458,39,HR,Delhi,Male,1.6,11995,Medium,2009,No
5246,49,78046,19,Marketing,Pune,Female,3.9,6140,Low,2003,No
5247,55,36488,16,Finance,Bangalore,Female,4.3,16110,Medium,2004,No
5248,55,78841,15,Sales,Delhi,Male,1.9,8467,High,2004,No
5249,45,20395,4,Finance,Delhi,Female,1.9,14123,High,2006,Yes
5250,47,72669,13,Marketing,Mumbai,Female,1.4,7502,High,2001,Yes
5251,20,30845,23,HR,Bangalore,Female,1.6,9334,Low,2018,Yes
5252,45,56059,3,Finance,Bangalore,Male,1.0,5705,Medium,2017,Yes
5253,20,38394,23,HR,Bangalore,Female,3.4,8169,High,2006,Yes
5254,62,113993,8,HR,Chennai,Male,4.6,13644,Low,2013,No
5255,51,65906,2,Finance,Mumbai,Male,1.6,18026,Low,2014,No
5256,33,79332,8,Sales,Mumbai,Female,4.0,8855,Medium,2022,No
5257,39,57305,17,Sales,Delhi,Male,3.3,19883,High,2019,Yes
5258,49,62628,35,Finance,Mumbai,Female,4.8,5142,Low,2014,Yes
5259,55,41352,18,Sales,Delhi,Female,4.2,1867,Low,2019,Yes
5260,25,106682,23,IT,Delhi,Male,4.4,18946,High,2021,No
5261,25,102971,3,HR,Chennai,Female,3.6,3947,Low,2013,Yes
5262,23,71993,8,Finance,Mumbai,Male,4.2,12090,Low,2002,No
5263,31,59386,32,Marketing,Mumbai,Female,2.4,3739,Medium,2002,No
5264,49,76624,0,Finance,Chennai,Male,1.8,6036,Medium,2022,No
5265,52,77065,34,Finance,Chennai,Male,4.7,10778,Medium,2011,No
5266,27,105504,9,HR,Mumbai,Female,3.9,17912,Medium,2001,Yes
5267,20,28539,11,Marketing,Mumbai,Male,1.4,4350,Medium,2003,No
5268,29,21263,17,HR,Delhi,Male,4.5,15507,High,2007,No
5269,48,33305,13,Sales,Pune,Male,2.4,10611,Low,2008,No
5270,46,73817,9,Finance,Delhi,Female,2.2,5661,High,2002,No
5271,22,44398,9,HR,Bangalore,Male,3.5,9716,High,2023,No
5272,42,117616,17,IT,Bangalore,Female,3.3,12977,Medium,2023,No
5273,58,95801,23,Finance,Pune,Female,3.2,10155,High,2002,No
5274,48,69107,0,Sales,Chennai,Male,2.0,14638,Low,2010,Yes
5275,38,52152,29,HR,Bangalore,Female,4.8,7901,High,2023,No
5276,37,113260,14,HR,Chennai,Female,4.8,2763,High,2005,Yes
5277,56,50624,7,IT,Chennai,Male,1.0,14381,Medium,2000,Yes
5278,39,119655,34,Sales,Delhi,Female,2.4,17880,High,2008,Yes
5279,21,76132,17,IT,Chennai,Female,1.2,9399,High,2023,Yes
5280,30,72979,15,Finance,Pune,Female,4.4,6584,Medium,2011,No
5281,62,78013,20,Marketing,Delhi,Male,4.5,18885,Low,2012,Yes
5282,59,114925,14,HR,Pune,Female,3.1,14442,Medium,2013,No
5283,37,83797,4,IT,Chennai,Male,4.4,16636,Medium,2007,Yes
5284,30,71798,6,HR,Bangalore,Male,3.8,7197,High,2023,Yes
5285,34,36650,6,HR,Chennai,Male,3.0,2779,Medium,2014,Yes
5286,53,46014,26,IT,Pune,Male,2.5,10080,Medium,2009,No
5287,50,96421,24,HR,Mumbai,Female,2.1,7358,Low,2022,No
5288,18,27434,21,Sales,Mumbai,Male,2.0,11225,High,2018,No
5289,32,50028,12,Sales,Bangalore,Female,3.2,3501,Low,2005,Yes
5290,30,86558,16,Marketing,Pune,Female,1.7,12976,Low,2015,Yes
5291,34,44331,12,Sales,Bangalore,Male,1.7,5204,Medium,2009,Yes
5292,41,87573,25,IT,Delhi,Male,1.0,17410,Low,2023,Yes
5293,25,94292,8,Sales,Chennai,Female,3.5,18823,Low,2012,No
5294,44,66326,4,Marketing,Delhi,Male,5.0,18389,Medium,2007,Yes
5295,62,102979,38,Finance,Mumbai,Male,4.6,10504,Medium,2003,Yes
5296,40,119728,32,Finance,Chennai,Male,3.8,12749,High,2007,Yes
5297,63,24123,3,IT,Delhi,Female,4.1,12528,Medium,2007,No
5298,25,36603,27,Marketing,Mumbai,Female,2.7,18395,Medium,2010,No
5299,25,85941,25,Sales,Delhi,Female,2.2,11464,Medium,2000,Yes
5300,43,62597,3,Marketing,Chennai,Female,2.5,7005,High,2010,No
5301,64,83238,15,HR,Delhi,Male,1.3,14400,Low,2004,No
5302,30,104238,36,Marketing,Chennai,Female,3.5,14414,Medium,2022,Yes
5303,56,62719,21,Sales,Delhi,Female,1.7,9521,High,2014,No
5304,54,111786,35,IT,Bangalore,Female,4.1,7051,Medium,2023,Yes
5305,45,61751,37,HR,Delhi,Female,1.8,14436,Low,2008,No
5306,42,106978,34,Marketing,Delhi,Female,1.9,5017,Low,2010,No
5307,33,37693,24,Finance,Bangalore,Male,4.8,13038,Medium,2010,Yes
5308,19,109541,7,Sales,Mumbai,Female,1.4,6176,Medium,2014,Yes
5309,35,57697,16,IT,Chennai,Male,3.0,7942,High,2011,No
5310,34,114524,17,Sales,Pune,Female,1.3,12640,Low,2013,Yes
5311,47,117869,11,Marketing,Mumbai,Female,1.4,3234,Medium,2005,Yes
5312,56,49992,32,IT,Chennai,Male,3.5,11718,Medium,2015,No
5313,30,83825,22,Finance,Delhi,Female,3.5,11925,Medium,2012,No
5314,49,29522,11,HR,Mumbai,Male,1.8,8504,Medium,2004,Yes
5315,46,65406,10,Marketing,Delhi,Female,4.5,19254,High,2023,Yes
5316,63,32121,12,IT,Mumbai,Male,3.8,12357,High,2021,No
5317,47,34219,34,HR,Mumbai,Female,2.2,6606,Low,2017,No
5318,35,21617,26,IT,Pune,Male,2.0,11637,Low,2008,Yes
5319,30,63016,24,Marketing,Bangalore,Female,4.0,14150,High,2011,No
5320,60,70672,39,IT,Mumbai,Male,3.9,10736,Low,2008,No
5321,38,44276,2,Finance,Delhi,Female,1.6,7132,High,2016,No
5322,47,119887,24,IT,Pune,Female,2.4,8937,Medium,2020,No
5323,38,92240,9,Marketing,Mumbai,Male,1.9,8630,Medium,2013,No
5324,34,75735,16,IT,Bangalore,Male,2.2,18302,High,2012,Yes
5325,57,37959,2,HR,Delhi,Male,2.2,9347,Medium,2004,Yes
5326,36,48522,21,HR,Pune,Male,4.9,18982,Medium,2009,Yes
5327,32,76087,37,Sales,Chennai,Female,4.0,11620,High,2021,No
5328,26,29953,13,Sales,Bangalore,Male,4.1,10872,Medium,2008,Yes
5329,27,46567,26,Finance,Chennai,Male,2.1,11628,Low,2012,Yes
5330,61,80523,19,HR,Chennai,Female,1.0,2046,Medium,2006,Yes
5331,48,82708,17,Sales,Pune,Male,1.2,12647,Low,2013,No
5332,40,42560,12,IT,Pune,Male,3.2,16488,High,2003,Yes
5333,47,78390,5,Finance,Pune,Male,2.1,4482,Low,2021,No
5334,50,88149,9,Marketing,Chennai,Female,1.8,11026,Medium,2007,No
5335,26,56660,36,Sales,Delhi,Male,1.2,8941,Low,2004,No
5336,64,65104,28,Sales,Pune,Female,4.5,1227,Medium,2012,Yes
5337,18,77805,5,HR,Bangalore,Female,3.4,4352,Medium,2019,Yes
5338,61,44496,38,Finance,Pune,Female,1.4,14001,Low,2022,Yes
5339,52,103301,10,HR,Pune,Female,4.1,7774,Medium,2018,Yes
5340,28,111257,24,HR,Pune,Female,4.0,3811,Low,2019,Yes
5341,51,23515,29,Finance,Chennai,Female,2.2,15969,Medium,2014,Yes
5342,33,24454,19,IT,Delhi,Male,1.8,16930,High,2006,Yes
5343,26,42873,36,Sales,Pune,Male,4.3,18782,High,2020,Yes
5344,49,93920,15,HR,Chennai,Male,2.3,8831,Low,2016,Yes
5345,32,33727,30,Sales,Bangalore,Female,4.4,4402,Low,2005,No
5346,29,89070,28,Finance,Delhi,Male,1.2,4735,High,2013,No
5347,50,119059,5,IT,Chennai,Female,3.0,3434,High,2013,Yes
5348,62,117425,28,Marketing,Mumbai,Female,1.7,16015,High,2009,No
5349,31,69979,31,IT,Bangalore,Male,3.7,4219,High,2013,Yes
5350,25,45465,8,Finance,Bangalore,Male,5.0,18531,Medium,2018,Yes
5351,25,73900,36,IT,Mumbai,Male,2.7,5835,Low,2019,No
5352,44,79799,22,Marketing,Chennai,Male,1.4,18089,Low,2010,No
5353,29,116129,15,HR,Chennai,Male,2.3,12612,High,2009,No
5354,18,41330,17,IT,Bangalore,Female,4.6,11692,Low,2014,No
5355,60,28302,18,Finance,Chennai,Female,4.1,7222,Low,2001,Yes
5356,57,98443,1,IT,Mumbai,Female,1.9,11247,Medium,2018,Yes
5357,59,109966,9,Marketing,Chennai,Male,4.8,11081,Medium,2011,No
5358,28,92717,11,Finance,Bangalore,Female,3.5,19980,Low,2020,No
5359,56,32875,17,IT,Chennai,Male,1.7,17217,Medium,2021,Yes
5360,60,47219,18,Finance,Delhi,Female,3.3,4528,High,2017,No
5361,48,56182,37,Marketing,Mumbai,Male,2.8,5807,Low,2013,No
5362,34,100541,36,HR,Mumbai,Female,4.3,15767,Medium,2001,Yes
5363,50,62269,26,Marketing,Pune,Female,2.4,9792,Medium,2011,No
5364,49,99781,13,HR,Chennai,Female,4.5,14731,Low,2021,Yes
5365,46,26457,33,Sales,Mumbai,Female,4.2,13164,Low,2000,Yes
5366,38,26749,1,Marketing,Chennai,Male,3.7,19766,High,2017,Yes
5367,38,53064,32,HR,Delhi,Female,2.0,1475,Medium,2011,No
5368,57,29821,18,Sales,Bangalore,Female,4.9,9428,Low,2011,No
5369,40,118297,26,Sales,Bangalore,Female,3.2,10859,Medium,2003,Yes
5370,23,98655,29,Sales,Pune,Female,4.6,9573,Medium,2016,No
5371,39,27664,6,Finance,Pune,Female,1.9,18854,Medium,2020,Yes
5372,55,49281,26,Marketing,Mumbai,Male,4.9,4264,Medium,2015,No
5373,54,51821,20,Marketing,Mumbai,Female,4.3,13748,Low,2018,No
5374,62,44647,6,Marketing,Mumbai,Female,4.8,13501,Low,2000,Yes
5375,25,89918,24,Marketing,Delhi,Female,1.8,4724,High,2019,Yes
5376,58,101985,37,Finance,Pune,Male,2.7,19894,Low,2016,Yes
5377,52,102799,17,Marketing,Pune,Female,1.4,17898,Medium,2001,Yes
5378,28,110179,32,HR,Bangalore,Male,1.5,4467,High,2010,No
5379,41,94944,32,Sales,Pune,Female,2.1,17593,Low,2006,Yes
5380,38,109142,31,Finance,Pune,Male,4.8,13771,Low,2000,No
5381,19,47603,24,Finance,Delhi,Male,3.7,10944,High,2005,No
5382,57,66458,13,Marketing,Mumbai,Male,2.3,17270,Low,2019,No
5383,36,90605,37,Sales,Delhi,Male,4.8,5039,Low,2005,Yes
5384,56,39623,37,HR,Chennai,Male,4.0,6232,Low,2004,No
5385,45,64440,3,Sales,Bangalore,Male,4.6,10698,Medium,2010,No
5386,34,102427,17,IT,Bangalore,Female,4.7,14925,High,2021,No
5387,23,27704,9,Sales,Bangalore,Female,4.0,2068,High,2004,No
5388,36,113826,34,HR,Mumbai,Male,2.0,11895,Medium,2001,No
5389,55,47460,34,HR,Mumbai,Male,5.0,16994,High,2009,No
5390,45,103045,39,HR,Mumbai,Female,2.3,4856,Low,2013,No
5391,19,102805,22,Finance,Bangalore,Male,3.7,19149,Medium,2019,No
5392,55,93511,24,Finance,Bangalore,Female,4.4,7685,Medium,2022,No
5393,54,26565,0,IT,Bangalore,Male,1.7,12025,Medium,2019,No
5394,21,108003,17,Sales,Chennai,Female,3.4,16331,High,2020,No
5395,39,24870,14,Marketing,Chennai,Male,2.5,5571,Medium,2017,No
5396,43,38909,24,IT,Bangalore,Male,2.0,17955,Medium,2012,No
5397,60,29117,31,Marketing,Mumbai,Female,1.0,17378,Medium,2002,No
5398,53,87474,19,Marketing,Mumbai,Female,4.5,13936,High,2020,No
5399,30,113926,16,IT,Chennai,Male,1.5,5561,High,2003,Yes
5400,49,64322,10,Sales,Chennai,Female,4.5,1224,High,2018,No
5401,34,40128,12,Marketing,Bangalore,Male,3.4,12208,Medium,2017,No
5402,58,117317,24,Finance,Bangalore,Male,3.5,16019,Low,2011,Yes
5403,53,89001,19,Finance,Mumbai,Male,4.3,6673,High,2017,Yes
5404,63,20440,24,IT,Pune,Male,3.0,15834,Low,2013,No
5405,36,80955,30,Marketing,Mumbai,Female,2.4,2897,Low,2003,Yes
5406,52,69613,0,IT,Mumbai,Male,1.6,3849,High,2009,No
5407,63,90949,15,Finance,Bangalore,Male,3.3,1741,High,2008,Yes
5408,57,31663,27,IT,Pune,Female,3.2,11133,Low,2020,Yes
5409,45,39547,20,Marketing,Pune,Female,2.2,9900,High,2022,Yes
5410,18,101662,29,Marketing,Bangalore,Male,3.4,13480,Low,2019,Yes
5411,59,20005,2,Finance,Delhi,Male,2.8,9345,Low,2015,Yes
5412,35,27038,33,HR,Bangalore,Male,4.2,9657,Medium,2010,No
5413,57,26414,5,HR,Chennai,Male,3.2,9758,Low,2019,Yes
5414,50,107659,28,Sales,Pune,Female,4.7,5057,Medium,2000,No
5415,29,89506,2,Finance,Bangalore,Male,3.1,3814,Medium,2009,No
5416,25,96586,32,Sales,Mumbai,Female,4.5,16374,High,2009,No
5417,41,22606,10,Finance,Mumbai,Male,3.1,6569,High,2023,No
5418,33,36482,4,Marketing,Mumbai,Female,3.2,17052,Low,2008,Yes
5419,21,118829,31,Finance,Bangalore,Female,2.5,9202,High,2000,No
5420,55,91873,17,IT,Delhi,Male,2.6,13857,High,2001,Yes
5421,61,53948,19,Sales,Chennai,Female,4.7,18388,High,2014,No
5422,44,109987,38,Finance,Mumbai,Female,1.9,13243,High,2007,Yes
5423,26,111801,39,Sales,Bangalore,Female,1.5,5905,Low,2023,Yes
5424,64,111250,27,Finance,Delhi,Female,4.3,5944,Medium,2014,No
5425,33,40875,12,HR,Pune,Male,3.3,15532,Medium,2016,No
5426,29,33057,25,Sales,Pune,Female,2.1,7304,Medium,2009,Yes
5427,48,52400,15,Marketing,Chennai,Male,2.7,1498,High,2004,No
5428,41,91458,24,Marketing,Bangalore,Female,3.1,7315,High,2021,No
5429,31,88607,9,Finance,Bangalore,Male,3.4,8000,Low,2004,Yes
5430,62,107561,28,Marketing,Mumbai,Male,4.3,12214,Medium,2021,No
5431,42,47503,37,Marketing,Delhi,Female,2.6,6939,Low,2022,No
5432,51,43765,19,Sales,Chennai,Male,3.7,13319,Medium,2010,No
5433,20,66612,25,Finance,Delhi,Female,4.3,5390,Low,2009,Yes
5434,41,118318,31,Sales,Chennai,Male,4.4,14901,Low,2021,No
5435,59,104335,38,Finance,Bangalore,Female,2.0,8486,Low,2002,No
5436,26,113012,37,Marketing,Bangalore,Female,2.4,14843,Medium,2021,No
5437,43,101748,23,Finance,Chennai,Male,3.4,18935,High,2008,Yes
5438,37,29428,30,Finance,Delhi,Male,4.5,14469,Medium,2021,No
5439,57,51419,39,IT,Pune,Female,4.2,14416,High,2021,Yes
5440,27,85195,11,Finance,Pune,Female,3.3,13178,Low,2004,No
5441,36,93695,35,IT,Mumbai,Female,4.9,1725,Medium,2000,No
5442,20,109846,9,Sales,Mumbai,Female,2.8,16716,High,2004,Yes
5443,41,59142,5,IT,Delhi,Male,4.4,5681,Medium,2010,Yes
5444,22,91540,6,Sales,Bangalore,Male,4.3,7727,Medium,2000,No
5445,20,58289,30,Finance,Delhi,Male,4.6,5429,Medium,2015,Yes
5446,44,96948,26,Sales,Chennai,Male,5.0,15026,Low,2007,Yes
5447,33,78951,7,Marketing,Pune,Female,3.0,5457,High,2015,Yes
5448,32,31755,2,Finance,Mumbai,Female,1.8,1934,Low,2000,No
5449,52,104553,39,IT,Delhi,Male,2.8,10264,High,2007,Yes
5450,29,23890,20,HR,Delhi,Female,4.4,16972,Low,2003,No
5451,58,114376,0,Finance,Chennai,Female,4.3,5585,Medium,2018,No
5452,61,37175,14,Marketing,Bangalore,Male,2.3,4812,Low,2003,No
5453,43,94727,6,Sales,Bangalore,Male,1.2,13420,Medium,2017,No
5454,64,85687,14,IT,Pune,Male,3.0,1872,High,2018,Yes
5455,51,104983,24,IT,Mumbai,Male,2.9,19990,High,2003,No
5456,40,108287,2,Marketing,Bangalore,Male,1.3,4268,Medium,2008,No
5457,48,114711,29,Marketing,Bangalore,Male,4.2,13030,Medium,2001,No
5458,37,44288,13,Finance,Bangalore,Male,2.1,4984,Low,2002,Yes
5459,29,66629,3,HR,Delhi,Female,3.6,6273,Low,2012,Yes
5460,40,67800,35,HR,Bangalore,Female,1.4,15733,Low,2019,Yes
5461,21,57367,2,Sales,Chennai,Female,4.4,19819,High,2018,No
5462,40,97810,4,IT,Pune,Male,4.0,15978,Medium,2018,Yes
5463,18,97754,24,Finance,Bangalore,Male,2.6,11574,High,2008,Yes
5464,42,109328,30,IT,Mumbai,Male,3.5,17751,Medium,2004,No
5465,19,88513,10,Finance,Delhi,Female,1.7,19993,Medium,2014,Yes
5466,47,102762,7,Marketing,Chennai,Male,4.9,8615,High,2008,Yes
5467,20,49022,25,Sales,Pune,Female,4.2,8945,Low,2005,Yes
5468,38,89329,1,Marketing,Delhi,Male,4.2,15844,Low,2009,Yes
5469,42,79414,27,IT,Chennai,Female,1.6,19273,High,2023,Yes
5470,37,21659,9,Sales,Delhi,Female,1.1,17164,Medium,2000,Yes
5471,39,77941,38,Finance,Pune,Male,3.3,19531,High,2012,Yes
5472,38,57930,36,Finance,Pune,Male,1.6,18785,Low,2023,No
5473,50,63473,38,Sales,Bangalore,Female,4.1,13715,Medium,2016,Yes
